id,EAP,HPL,MWS
id12451,0.40231368,0.28906503,0.30862123
id14250,0.40231368,0.28906503,0.30862123
id03433,0.40231368,0.28906503,0.30862123
id03303,0.40231368,0.28906503,0.30862123
id25901,0.40231368,0.28906503,0.30862123
id06945,0.40231368,0.28906503,0.30862123
id05664,0.40231368,0.28906503,0.30862123
id05741,0.40231368,0.28906503,0.30862123
id10652,0.40231368,0.28906503,0.30862123
id16300,0.40231368,0.28906503,0.30862123
id12319,0.40231368,0.28906503,0.30862123
id07500,0.40231368,0.28906503,0.30862123
id12478,0.40231368,0.28906503,0.30862123
id03076,0.40231368,0.28906503,0.30862123
id00969,0.40231368,0.28906503,0.30862123
id23636,0.40231368,0.28906503,0.30862123
id09791,0.40231368,0.28906503,0.30862123
id05680,0.40231368,0.28906503,0.30862123
id03672,0.40231368,0.28906503,0.30862123
id04286,0.40231368,0.28906503,0.30862123
id23883,0.40231368,0.28906503,0.30862123
id11914,0.40231368,0.28906503,0.30862123
id20974,0.40231368,0.28906503,0.30862123
id26125,0.40231368,0.28906503,0.30862123
id15543,0.40231368,0.28906503,0.30862123
id19471,0.40231368,0.28906503,0.30862123
id11503,0.40231368,0.28906503,0.30862123
id09321,0.40231368,0.28906503,0.30862123
id25560,0.40231368,0.28906503,0.30862123
id06726,0.40231368,0.28906503,0.30862123
id05709,0.40231368,0.28906503,0.30862123
id09788,0.40231368,0.28906503,0.30862123
id05289,0.40231368,0.28906503,0.30862123
id11815,0.40231368,0.28906503,0.30862123
id22422,0.40231368,0.28906503,0.30862123
id25954,0.40231368,0.28906503,0.30862123
id13601,0.40231368,0.28906503,0.30862123
id05677,0.40231368,0.28906503,0.30862123
id10498,0.40231368,0.28906503,0.30862123
id02665,0.40231368,0.28906503,0.30862123
id10114,0.40231368,0.28906503,0.30862123
id26314,0.40231368,0.28906503,0.30862123
id21240,0.40231368,0.28906503,0.30862123
id15569,0.40231368,0.28906503,0.30862123
id25928,0.40231368,0.28906503,0.30862123
id22706,0.40231368,0.28906503,0.30862123
id20877,0.40231368,0.28906503,0.30862123
id04318,0.40231368,0.28906503,0.30862123
id18299,0.40231368,0.28906503,0.30862123
id08126,0.40231368,0.28906503,0.30862123
id14293,0.40231368,0.28906503,0.30862123
id12759,0.40231368,0.28906503,0.30862123
id11983,0.40231368,0.28906503,0.30862123
id05580,0.40231368,0.28906503,0.30862123
id25846,0.40231368,0.28906503,0.30862123
id01939,0.40231368,0.28906503,0.30862123
id26327,0.40231368,0.28906503,0.30862123
id11068,0.40231368,0.28906503,0.30862123
id08404,0.40231368,0.28906503,0.30862123
id27189,0.40231368,0.28906503,0.30862123
id15119,0.40231368,0.28906503,0.30862123
id26525,0.40231368,0.28906503,0.30862123
id03618,0.40231368,0.28906503,0.30862123
id27220,0.40231368,0.28906503,0.30862123
id18777,0.40231368,0.28906503,0.30862123
id20213,0.40231368,0.28906503,0.30862123
id20403,0.40231368,0.28906503,0.30862123
id03777,0.40231368,0.28906503,0.30862123
id10595,0.40231368,0.28906503,0.30862123
id13816,0.40231368,0.28906503,0.30862123
id05667,0.40231368,0.28906503,0.30862123
id24629,0.40231368,0.28906503,0.30862123
id20398,0.40231368,0.28906503,0.30862123
id14108,0.40231368,0.28906503,0.30862123
id06196,0.40231368,0.28906503,0.30862123
id02800,0.40231368,0.28906503,0.30862123
id18732,0.40231368,0.28906503,0.30862123
id11915,0.40231368,0.28906503,0.30862123
id09739,0.40231368,0.28906503,0.30862123
id24672,0.40231368,0.28906503,0.30862123
id00414,0.40231368,0.28906503,0.30862123
id16307,0.40231368,0.28906503,0.30862123
id14043,0.40231368,0.28906503,0.30862123
id00517,0.40231368,0.28906503,0.30862123
id09744,0.40231368,0.28906503,0.30862123
id19257,0.40231368,0.28906503,0.30862123
id15437,0.40231368,0.28906503,0.30862123
id16352,0.40231368,0.28906503,0.30862123
id18849,0.40231368,0.28906503,0.30862123
id19434,0.40231368,0.28906503,0.30862123
id17928,0.40231368,0.28906503,0.30862123
id16896,0.40231368,0.28906503,0.30862123
id02135,0.40231368,0.28906503,0.30862123
id15075,0.40231368,0.28906503,0.30862123
id27486,0.40231368,0.28906503,0.30862123
id19422,0.40231368,0.28906503,0.30862123
id09603,0.40231368,0.28906503,0.30862123
id02133,0.40231368,0.28906503,0.30862123
id03441,0.40231368,0.28906503,0.30862123
id02398,0.40231368,0.28906503,0.30862123
id05152,0.40231368,0.28906503,0.30862123
id17838,0.40231368,0.28906503,0.30862123
id25060,0.40231368,0.28906503,0.30862123
id09998,0.40231368,0.28906503,0.30862123
id01828,0.40231368,0.28906503,0.30862123
id25377,0.40231368,0.28906503,0.30862123
id22175,0.40231368,0.28906503,0.30862123
id02974,0.40231368,0.28906503,0.30862123
id26955,0.40231368,0.28906503,0.30862123
id21091,0.40231368,0.28906503,0.30862123
id12802,0.40231368,0.28906503,0.30862123
id07432,0.40231368,0.28906503,0.30862123
id18749,0.40231368,0.28906503,0.30862123
id15030,0.40231368,0.28906503,0.30862123
id17155,0.40231368,0.28906503,0.30862123
id08128,0.40231368,0.28906503,0.30862123
id25706,0.40231368,0.28906503,0.30862123
id15645,0.40231368,0.28906503,0.30862123
id04943,0.40231368,0.28906503,0.30862123
id27566,0.40231368,0.28906503,0.30862123
id11765,0.40231368,0.28906503,0.30862123
id13783,0.40231368,0.28906503,0.30862123
id00492,0.40231368,0.28906503,0.30862123
id27636,0.40231368,0.28906503,0.30862123
id04273,0.40231368,0.28906503,0.30862123
id02537,0.40231368,0.28906503,0.30862123
id24349,0.40231368,0.28906503,0.30862123
id00023,0.40231368,0.28906503,0.30862123
id23025,0.40231368,0.28906503,0.30862123
id08722,0.40231368,0.28906503,0.30862123
id02420,0.40231368,0.28906503,0.30862123
id10811,0.40231368,0.28906503,0.30862123
id04019,0.40231368,0.28906503,0.30862123
id18334,0.40231368,0.28906503,0.30862123
id16781,0.40231368,0.28906503,0.30862123
id08773,0.40231368,0.28906503,0.30862123
id19214,0.40231368,0.28906503,0.30862123
id09589,0.40231368,0.28906503,0.30862123
id24246,0.40231368,0.28906503,0.30862123
id23577,0.40231368,0.28906503,0.30862123
id09305,0.40231368,0.28906503,0.30862123
id16460,0.40231368,0.28906503,0.30862123
id21115,0.40231368,0.28906503,0.30862123
id25996,0.40231368,0.28906503,0.30862123
id02551,0.40231368,0.28906503,0.30862123
id19352,0.40231368,0.28906503,0.30862123
id03806,0.40231368,0.28906503,0.30862123
id26544,0.40231368,0.28906503,0.30862123
id18761,0.40231368,0.28906503,0.30862123
id24148,0.40231368,0.28906503,0.30862123
id16095,0.40231368,0.28906503,0.30862123
id18442,0.40231368,0.28906503,0.30862123
id22596,0.40231368,0.28906503,0.30862123
id23002,0.40231368,0.28906503,0.30862123
id04797,0.40231368,0.28906503,0.30862123
id06610,0.40231368,0.28906503,0.30862123
id16173,0.40231368,0.28906503,0.30862123
id18292,0.40231368,0.28906503,0.30862123
id27328,0.40231368,0.28906503,0.30862123
id01695,0.40231368,0.28906503,0.30862123
id05761,0.40231368,0.28906503,0.30862123
id16354,0.40231368,0.28906503,0.30862123
id12207,0.40231368,0.28906503,0.30862123
id05665,0.40231368,0.28906503,0.30862123
id01911,0.40231368,0.28906503,0.30862123
id19153,0.40231368,0.28906503,0.30862123
id10295,0.40231368,0.28906503,0.30862123
id23038,0.40231368,0.28906503,0.30862123
id23783,0.40231368,0.28906503,0.30862123
id27879,0.40231368,0.28906503,0.30862123
id19190,0.40231368,0.28906503,0.30862123
id05065,0.40231368,0.28906503,0.30862123
id21296,0.40231368,0.28906503,0.30862123
id13262,0.40231368,0.28906503,0.30862123
id10333,0.40231368,0.28906503,0.30862123
id16677,0.40231368,0.28906503,0.30862123
id01392,0.40231368,0.28906503,0.30862123
id27874,0.40231368,0.28906503,0.30862123
id02294,0.40231368,0.28906503,0.30862123
id18298,0.40231368,0.28906503,0.30862123
id06997,0.40231368,0.28906503,0.30862123
id05243,0.40231368,0.28906503,0.30862123
id00860,0.40231368,0.28906503,0.30862123
id26681,0.40231368,0.28906503,0.30862123
id06020,0.40231368,0.28906503,0.30862123
id27683,0.40231368,0.28906503,0.30862123
id17655,0.40231368,0.28906503,0.30862123
id08817,0.40231368,0.28906503,0.30862123
id11512,0.40231368,0.28906503,0.30862123
id00478,0.40231368,0.28906503,0.30862123
id02116,0.40231368,0.28906503,0.30862123
id06746,0.40231368,0.28906503,0.30862123
id03863,0.40231368,0.28906503,0.30862123
id01802,0.40231368,0.28906503,0.30862123
id11682,0.40231368,0.28906503,0.30862123
id04033,0.40231368,0.28906503,0.30862123
id09286,0.40231368,0.28906503,0.30862123
id12904,0.40231368,0.28906503,0.30862123
id07420,0.40231368,0.28906503,0.30862123
id22398,0.40231368,0.28906503,0.30862123
id00424,0.40231368,0.28906503,0.30862123
id20960,0.40231368,0.28906503,0.30862123
id10267,0.40231368,0.28906503,0.30862123
id19330,0.40231368,0.28906503,0.30862123
id00994,0.40231368,0.28906503,0.30862123
id10785,0.40231368,0.28906503,0.30862123
id00955,0.40231368,0.28906503,0.30862123
id09757,0.40231368,0.28906503,0.30862123
id10030,0.40231368,0.28906503,0.30862123
id22952,0.40231368,0.28906503,0.30862123
id21955,0.40231368,0.28906503,0.30862123
id07674,0.40231368,0.28906503,0.30862123
id13760,0.40231368,0.28906503,0.30862123
id18166,0.40231368,0.28906503,0.30862123
id23498,0.40231368,0.28906503,0.30862123
id05296,0.40231368,0.28906503,0.30862123
id26709,0.40231368,0.28906503,0.30862123
id02853,0.40231368,0.28906503,0.30862123
id06800,0.40231368,0.28906503,0.30862123
id14758,0.40231368,0.28906503,0.30862123
id12356,0.40231368,0.28906503,0.30862123
id21492,0.40231368,0.28906503,0.30862123
id27540,0.40231368,0.28906503,0.30862123
id07376,0.40231368,0.28906503,0.30862123
id15201,0.40231368,0.28906503,0.30862123
id23388,0.40231368,0.28906503,0.30862123
id13923,0.40231368,0.28906503,0.30862123
id00794,0.40231368,0.28906503,0.30862123
id23910,0.40231368,0.28906503,0.30862123
id02556,0.40231368,0.28906503,0.30862123
id22151,0.40231368,0.28906503,0.30862123
id11698,0.40231368,0.28906503,0.30862123
id11627,0.40231368,0.28906503,0.30862123
id06340,0.40231368,0.28906503,0.30862123
id05123,0.40231368,0.28906503,0.30862123
id26620,0.40231368,0.28906503,0.30862123
id04002,0.40231368,0.28906503,0.30862123
id26554,0.40231368,0.28906503,0.30862123
id18012,0.40231368,0.28906503,0.30862123
id12964,0.40231368,0.28906503,0.30862123
id18965,0.40231368,0.28906503,0.30862123
id19082,0.40231368,0.28906503,0.30862123
id26742,0.40231368,0.28906503,0.30862123
id15442,0.40231368,0.28906503,0.30862123
id16647,0.40231368,0.28906503,0.30862123
id11544,0.40231368,0.28906503,0.30862123
id20581,0.40231368,0.28906503,0.30862123
id13192,0.40231368,0.28906503,0.30862123
id15814,0.40231368,0.28906503,0.30862123
id26279,0.40231368,0.28906503,0.30862123
id00240,0.40231368,0.28906503,0.30862123
id22836,0.40231368,0.28906503,0.30862123
id15085,0.40231368,0.28906503,0.30862123
id17495,0.40231368,0.28906503,0.30862123
id26762,0.40231368,0.28906503,0.30862123
id13685,0.40231368,0.28906503,0.30862123
id16560,0.40231368,0.28906503,0.30862123
id17184,0.40231368,0.28906503,0.30862123
id21635,0.40231368,0.28906503,0.30862123
id26751,0.40231368,0.28906503,0.30862123
id12351,0.40231368,0.28906503,0.30862123
id14872,0.40231368,0.28906503,0.30862123
id18372,0.40231368,0.28906503,0.30862123
id26851,0.40231368,0.28906503,0.30862123
id22659,0.40231368,0.28906503,0.30862123
id04102,0.40231368,0.28906503,0.30862123
id02353,0.40231368,0.28906503,0.30862123
id26721,0.40231368,0.28906503,0.30862123
id11171,0.40231368,0.28906503,0.30862123
id13562,0.40231368,0.28906503,0.30862123
id26425,0.40231368,0.28906503,0.30862123
id26394,0.40231368,0.28906503,0.30862123
id22187,0.40231368,0.28906503,0.30862123
id00422,0.40231368,0.28906503,0.30862123
id22667,0.40231368,0.28906503,0.30862123
id00911,0.40231368,0.28906503,0.30862123
id17291,0.40231368,0.28906503,0.30862123
id01915,0.40231368,0.28906503,0.30862123
id01434,0.40231368,0.28906503,0.30862123
id01584,0.40231368,0.28906503,0.30862123
id09266,0.40231368,0.28906503,0.30862123
id17494,0.40231368,0.28906503,0.30862123
id24919,0.40231368,0.28906503,0.30862123
id21043,0.40231368,0.28906503,0.30862123
id17796,0.40231368,0.28906503,0.30862123
id02166,0.40231368,0.28906503,0.30862123
id17503,0.40231368,0.28906503,0.30862123
id21203,0.40231368,0.28906503,0.30862123
id25626,0.40231368,0.28906503,0.30862123
id09836,0.40231368,0.28906503,0.30862123
id24202,0.40231368,0.28906503,0.30862123
id27260,0.40231368,0.28906503,0.30862123
id23167,0.40231368,0.28906503,0.30862123
id10393,0.40231368,0.28906503,0.30862123
id01171,0.40231368,0.28906503,0.30862123
id06380,0.40231368,0.28906503,0.30862123
id22686,0.40231368,0.28906503,0.30862123
id26250,0.40231368,0.28906503,0.30862123
id09315,0.40231368,0.28906503,0.30862123
id00886,0.40231368,0.28906503,0.30862123
id03101,0.40231368,0.28906503,0.30862123
id12367,0.40231368,0.28906503,0.30862123
id10770,0.40231368,0.28906503,0.30862123
id14949,0.40231368,0.28906503,0.30862123
id14141,0.40231368,0.28906503,0.30862123
id25417,0.40231368,0.28906503,0.30862123
id26873,0.40231368,0.28906503,0.30862123
id10818,0.40231368,0.28906503,0.30862123
id15146,0.40231368,0.28906503,0.30862123
id23328,0.40231368,0.28906503,0.30862123
id16765,0.40231368,0.28906503,0.30862123
id24383,0.40231368,0.28906503,0.30862123
id21304,0.40231368,0.28906503,0.30862123
id12551,0.40231368,0.28906503,0.30862123
id23274,0.40231368,0.28906503,0.30862123
id08117,0.40231368,0.28906503,0.30862123
id23961,0.40231368,0.28906503,0.30862123
id13865,0.40231368,0.28906503,0.30862123
id22807,0.40231368,0.28906503,0.30862123
id08951,0.40231368,0.28906503,0.30862123
id18684,0.40231368,0.28906503,0.30862123
id25179,0.40231368,0.28906503,0.30862123
id27033,0.40231368,0.28906503,0.30862123
id13977,0.40231368,0.28906503,0.30862123
id19337,0.40231368,0.28906503,0.30862123
id25764,0.40231368,0.28906503,0.30862123
id16106,0.40231368,0.28906503,0.30862123
id05468,0.40231368,0.28906503,0.30862123
id05241,0.40231368,0.28906503,0.30862123
id10215,0.40231368,0.28906503,0.30862123
id23457,0.40231368,0.28906503,0.30862123
id02200,0.40231368,0.28906503,0.30862123
id13714,0.40231368,0.28906503,0.30862123
id20332,0.40231368,0.28906503,0.30862123
id18573,0.40231368,0.28906503,0.30862123
id08569,0.40231368,0.28906503,0.30862123
id22767,0.40231368,0.28906503,0.30862123
id25390,0.40231368,0.28906503,0.30862123
id09288,0.40231368,0.28906503,0.30862123
id12381,0.40231368,0.28906503,0.30862123
id02895,0.40231368,0.28906503,0.30862123
id25270,0.40231368,0.28906503,0.30862123
id14248,0.40231368,0.28906503,0.30862123
id12831,0.40231368,0.28906503,0.30862123
id18305,0.40231368,0.28906503,0.30862123
id07805,0.40231368,0.28906503,0.30862123
id14027,0.40231368,0.28906503,0.30862123
id02760,0.40231368,0.28906503,0.30862123
id24362,0.40231368,0.28906503,0.30862123
id17065,0.40231368,0.28906503,0.30862123
id26583,0.40231368,0.28906503,0.30862123
id19664,0.40231368,0.28906503,0.30862123
id25145,0.40231368,0.28906503,0.30862123
id17858,0.40231368,0.28906503,0.30862123
id05148,0.40231368,0.28906503,0.30862123
id22928,0.40231368,0.28906503,0.30862123
id21549,0.40231368,0.28906503,0.30862123
id12649,0.40231368,0.28906503,0.30862123
id21597,0.40231368,0.28906503,0.30862123
id27945,0.40231368,0.28906503,0.30862123
id00243,0.40231368,0.28906503,0.30862123
id02745,0.40231368,0.28906503,0.30862123
id23550,0.40231368,0.28906503,0.30862123
id13023,0.40231368,0.28906503,0.30862123
id24796,0.40231368,0.28906503,0.30862123
id12284,0.40231368,0.28906503,0.30862123
id02664,0.40231368,0.28906503,0.30862123
id23767,0.40231368,0.28906503,0.30862123
id05859,0.40231368,0.28906503,0.30862123
id14350,0.40231368,0.28906503,0.30862123
id01191,0.40231368,0.28906503,0.30862123
id17034,0.40231368,0.28906503,0.30862123
id25292,0.40231368,0.28906503,0.30862123
id22121,0.40231368,0.28906503,0.30862123
